C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.21CET20:36:27

sptypes = 'G'
-------------

Number of objects : 3851

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
3276|CD-50 5442                         |*  |10 49 21.6810230581 -51 15 13.201967412|     ~|11.064|10.067|     ~|     ~|G              |   1|   0
3277|HD 299326                          |PM*|10 46 17.8565004436 -51 58 07.048413256|     ~|10.49 | 9.95 |     ~|     ~|G              |   1|   0
3278|IDS 10435-5244 AB                  |** |10 47 39.01 -53 15 23.5                |     ~|10.9  |     ~|     ~|     ~|G              |   2|   0
3279|HD 302811                          |*  |10 24 30.2605280785 -59 10 26.542455464|     ~|12.02 |11.44 |     ~|     ~|G              |   2|   0
3280|HD 305083                          |*  |10 18 57.3157055145 -60 29 28.948254205|     ~|11.55 |10.20 |     ~|     ~|G              |   2|   0
3281|V* UY Car                          |cC*|10 32 04.4218470294 -61 46 57.459557743|     ~| 9.683| 9.347| 9.47 | 8.010|G              |  64|   0
3282|HD 305038                          |PM*|10 17 13.3689298215 -61 29 45.472563291|     ~|10.48 | 9.92 |     ~|     ~|G              |   1|   0
3283|HD 305266                          |*  |10 29 31.6881377986 -61 24 45.503915859|     ~|11.28 |10.84 |     ~|     ~|G              |   2|   0
3284|HD 307717                          |*  |10 25 29.3786724515 -62 25 51.525862890|     ~|11.21 |10.88 |     ~|     ~|G              |   2|   0
3285|HD 309804                          |PM*|09 47 22.4452365331 -66 07 50.746578439|     ~|10.67 |10.10 |     ~|     ~|G              |   1|   0
3286|HD 311485                          |*  |09 06 31.2627289705 -71 44 11.930643465|     ~|10.67 |10.10 |     ~|     ~|G              |   3|   0
3287|HD 311443                          |*  |08 44 00.0522007802 -71 45 10.263616610|     ~| 9.93 | 9.38 |     ~|     ~|G              |   7|   0
3288|HD 311463                          |PM*|08 24 16.0019691341 -74 52 42.096284327|     ~|10.58 | 9.86 |     ~|     ~|G              |   3|   0
3289|CPD-76 342                         |*  |05 37 48.1566943469 -76 25 36.512535640|     ~|11.207|10.687|     ~|     ~|G              |   1|   0
3290|CPD-77 210                         |*  |05 39 48.9177429818 -77 23 30.070187994|     ~|11.886|11.254|     ~|     ~|G              |   1|   0
3291|EC 05024-7723                      |*  |05 00 15.4838911875 -77 19 11.897017010|15.52 |15.53 |14.89 |     ~|     ~|G              |   2|   0
3292|CD-74 172                          |HV*|03 36 24.9169021526 -74 23 31.366424388|     ~|10.99 | 9.96 |     ~|     ~|G              |   6|   0
3293|EC 01218-5735                      |*  |01 23 47.8009848330 -57 19 23.389034992|     ~|14.52 |13.88 |13.81 |     ~|G              |   1|   0
3294|EC 01218-5741                      |*  |01 23 45.6829312192 -57 25 51.217374770|     ~|12.89 |12.29 |12.25 |     ~|G              |   1|   0
3295|CD-43 6966                         |*  |11 19 09.9393194640 -44 34 29.593615304|     ~|10.88 |10.34 |     ~|     ~|G              |   2|   0
3296|CD-44 7294                         |*  |11 24 38.2231845791 -44 43 22.540437013|     ~|10.42 | 9.93 |     ~|     ~|G              |   1|   0
3297|CD-45 6810                         |PM*|11 14 49.7629148143 -46 28 59.757674483|     ~|11.79 |11.16 |     ~|     ~|G              |   0|   0
3298|HD 299589                          |*  |11 01 54.2483726132 -51 56 24.846180275|     ~|11.407|10.46 |     ~|     ~|G              |   2|   0
3299|HD 299604                          |*  |11 03 23.6169620021 -53 11 40.433310230|     ~|11.43 |11.04 |     ~|     ~|G              |   1|   0
3300|HD 303263                          |*  |10 45 01.1180 -58 26 03.448            |     ~|11.70 |11.27 |     ~|     ~|G              |   2|   0
3301|HD 303279                          |*  |10 46 09.8184054304 -58 51 10.903125352|     ~|11.30 |10.81 |     ~|     ~|G              |   2|   0
3302|HD 305546                          |*  |10 46 38.7288 -60 16 13.149            |     ~|10.95 |10.75 |     ~|     ~|G              |   2|   0
3303|Cl Trumpler 16 125                 |*  |10 44 03.5002940346 -59 35 12.601736669|13.101|12.861|12.156|11.97 |11.36 |G              |   6|   1
3304|HD 305596                          |*  |10 44 33.6443122253 -61 53 20.817988340|     ~|12.69 |11.00 |     ~|     ~|G              |   2|   0
3305|OGLE-TR 111                        |V* |10 53 17.8066842748 -61 24 20.606379347|     ~|     ~|16.96 |16.05 |15.55 |G              |  90|   1
3306|HD 307845                          |*  |10 38 30.4523438940 -63 37 01.179592131|     ~|11.20 |10.67 |     ~|     ~|G              |   7|   0
3307|V* V555 Car                        |BY*|10 42 07.0838573415 -64 46 07.836732097|     ~|12.40 |     ~|     ~|     ~|G              |  24|   0
3308|V* V567 Car                        |BY*|10 48 18.3424798038 -64 09 53.140964124|     ~|11.0  |     ~|     ~|     ~|G              |  27|   0
3309|HD 311578                          |*  |09 40 43.5586256685 -73 48 42.010916197|     ~|10.44 | 9.73 |     ~|     ~|G              |   2|   0
3310|CD-72 526                          |*  |09 23 23.5211120775 -73 06 27.151901864|     ~|12.06 |11.56 |     ~|     ~|Gwl            |   2|   0
3311|CPD-78 233                         |*  |06 28 48.8312464329 -78 54 36.471081693|     ~|10.81 |10.28 |     ~|     ~|G              |   1|   0
3312|HD 50296                           |*  |06 41 05.6117348319 -79 11 44.807807906|     ~|11.403|10.774|     ~|     ~|G              |   3|   0
3313|CPD-80 162                         |SB*|05 39 36.0231493258 -79 58 39.142464117|     ~|11.44 |11.02 |10.78 |10.403|G              |   3|   0
3314|OM 65                              |HV*|02 36 10.7501794891 -73 53 41.909993887|     ~|13.36 |12.54 |12.40 |     ~|G              |   2|   0
3315|OM 68                              |HV*|02 40 55.1312134752 -74 28 56.704787185|     ~|11.619|10.635|     ~|     ~|G              |   6|   0
3316|OM 71                              |HV*|02 50 31.0622019620 -74 31 23.250595723|     ~|12.854|12.008|     ~|     ~|G              |   8|   0
3317|CPD-73 184                         |*  |02 37 55.9852408765 -73 27 03.156933719|     ~|11.39 |10.75 |     ~|     ~|G              |   4|   0
3318|CPD-72 141                         |HV*|02 04 35.0161397416 -71 56 38.446273894|     ~|11.51 |10.46 |     ~|     ~|G              |   5|   0
3319|CD-48 6460                         |*  |11 25 02.9527893467 -49 04 01.305144342|     ~|11.29 |10.91 |     ~|     ~|G              |   0|   0
3320|CD-47 6947                         |*  |11 34 04.1190268899 -48 16 15.355361562|     ~|12.18 |11.46 |     ~|     ~|Gwl            |   9|   0
3321|HD 301425                          |*  |11 11 23.5119949829 -55 46 26.312638016|     ~|11.83 |11.15 |     ~|     ~|G              |   1|   0
3322|HD 95990                           |*  |11 03 29.1674797428 -58 47 08.470407766|     ~| 9.607| 9.201| 8.938| 8.717|G              |   7|   0
3323|TYC 8958-3-1                       |*  |11 02 34.8080301721 -61 40 58.304119374|     ~|11.27 | 9.66 |     ~|     ~|G              |   1|   0
3324|HD 310214                          |*  |10 49 14.1976437288 -70 05 05.816792494|     ~|11.01 |10.60 |     ~|     ~|G              |   1|   0
3325|CD-77 405                          |*  |09 45 05.2429973727 -77 56 54.083458803|     ~|11.16 |10.53 |     ~|     ~|G              |   0|   0
3326|CD-80 328                          |PM*|09 24 20.9723082165 -80 31 21.303920418|     ~|10.63 |10.00 |     ~|     ~|sdG            |  71|   0
3327|CPD-79 92                          |*  |03 07 39.6329459870 -78 56 27.650528187|     ~|10.98 |10.35 |     ~|     ~|G              |   0|   0
3328|OM 59                              |HV*|02 14 40.7148222457 -75 21 43.790698763|     ~|13.62 |12.61 |12.37 |     ~|G              |   2|   0
3329|GSC 09142-01764                    |*  |01 17 28.5840179944 -73 11 41.995583457|     ~|14.81 |14.01 |13.83 |     ~|G              |   8|   0
3330|HD 5846                            |PM*|00 59 05.5012841125 -61 14 43.346650104|     ~|10.96 |10.36 |     ~|     ~|G              |   4|   0
3331|EC 00448-6351                      |*  |00 46 09.9363955857 -62 44 28.693296843|     ~|15.14 |14.75 |     ~|     ~|G              |   1|   0
3332|EC 01021-6222                      |*  |01 04 09.0621018634 -62 06 25.380745690|     ~|15.25 |14.59 |14.51 |     ~|G              |   1|   0
3333|HD 2750                            |*  |00 30 42.4804032170 -49 45 19.064245996|     ~|10.99 |10.42 |     ~|     ~|G              |   6|   0
3334|HD 102289                          |*  |11 46 18.4 -46 13 42                   |     ~| 9.2  | 8.8  |     ~|     ~|G              |   3|   0
3335|CD-50 6207                         |*  |11 38 59.1533178150 -51 14 56.346187110|     ~|11.24 |10.28 |     ~|     ~|G              |   0|   0
3336|CD-50 6296                         |*  |11 44 01.3375271910 -50 57 48.016076547|     ~|11.34 |10.80 |     ~|     ~|G              |   0|   0
3337|CD-51 5792                         |*  |11 32 24.1574643776 -52 10 05.855164707|     ~|11.49 |11.19 |     ~|     ~|G              |   0|   0
3338|HD 301682                          |PM*|11 28 38.5001210594 -54 28 04.451748499|     ~|10.77 |10.12 |     ~|     ~|G              |   0|   0
3339|HD 301753                          |*  |11 39 39.3248612293 -57 27 44.955995458|     ~|11.60 |11.20 |     ~|     ~|G              |   1|   0
3340|HD 304561                          |PM*|11 38 32.7467520862 -57 22 34.641156354|     ~|11.48 |11.04 |     ~|     ~|G              |   1|   0
3341|HD 301742                          |PM*|11 42 10.1224079804 -56 52 14.741781914|     ~|11.29 |10.58 |     ~|     ~|G              |   1|   0
3342|HD 304359                          |*  |11 30 11.8955385301 -58 58 24.297020472|     ~|11.39 |10.84 |     ~|     ~|G              |   1|   0
3343|HD 308560                          |*  |11 29 08.9052118119 -62 08 17.673763310|     ~|11.31 |10.90 |     ~|     ~|G              |   1|   0
3344|HD 310524                          |*  |11 24 12.7441962025 -67 38 34.336892944|     ~|11.30 |10.82 |     ~|     ~|G              |   1|   0
3345|CD-74 595                          |*  |11 06 05.0926068887 -75 11 45.519246473|     ~|10.79 | 9.73 |     ~|     ~|Gwl            |   8|   0
3346|V* UU Cha                          |Or*|11 05 21.6222844543 -76 30 21.592227479|     ~|     ~|     ~|     ~|     ~|G              |  13|   0
3347|CD-77 436                          |*  |10 14 31.5411152797 -77 37 21.021919301|     ~|10.78 |10.11 |     ~|     ~|G              |   0|   0
3348|OGLE SMC-SC6 238335                |Be?|00 53 16.80 -72 42 19.9                |     ~|19.431|19.263|     ~|18.861|G              |   2|   0
3349|HD 3854                            |*  |00 40 01.2711714802 -70 44 07.090326490|     ~|11.278|10.68 |     ~|     ~|G              |  10|   0
3350|HD 102850                          |*  |11 50 17.7835205432 -47 49 03.586659373|     ~|10.67 |10.19 |     ~|     ~|G              |   2|   0
3351|CD-49 6483                         |*  |11 47 21.8688032505 -50 12 41.528416914|     ~|11.29 |10.87 |     ~|     ~|G              |   4|   0
3352|HD 301858                          |PM*|11 44 04.6621256785 -57 17 57.477509845|     ~|11.40 |10.83 |     ~|     ~|G              |   1|   0
3353|HD 307266                          |*  |11 51 19.8863983327 -59 39 01.456005058|     ~|11.5  |10.32 |     ~|     ~|G              |   1|   0
3354|HD 307371                          |*  |11 55 09.8879013846 -59 44 22.017115384|     ~|11.51 |10.95 |     ~|     ~|G              |   1|   0
3355|HD 306982                          |*  |11 44 08.4290448555 -60 34 13.827484047|     ~|10.92 |10.16 |     ~|     ~|G              |   1|   0
3356|HD 310748                          |*  |11 45 32.3426610811 -64 57 18.641141782|     ~|11.77 |11.07 |     ~|     ~|G              |   2|   0
3357|CPD-75 733                         |** |11 27 43.7786 -76 10 28.701            |     ~|11.89 |11.11 |     ~|     ~|G              |   1|   0
3358|CPD-75 765                         |PM*|11 55 24.8925131321 -76 28 11.476435690|     ~|11.48 |10.86 |     ~|     ~|G              |   0|   0
3359|CPD-79 14                          |*  |00 44 15.9731283760 -78 54 54.174456428|     ~|11.485|10.984|10.86 |10.38 |G              |   4|   0
3360|HD 4534                            |*  |00 45 03.5405302406 -79 26 08.201940362|     ~|11.078|10.429|     ~|     ~|G              |   3|   0
3361|CD-46 7                            |PM*|00 07 51.3059272494 -46 08 45.879117972|     ~|11.90 |11.26 |     ~|     ~|G              |   1|   0
3362|CD-45 7566                         |PM*|12 08 54.5080728931 -46 20 41.948733431|     ~|11.75 |10.98 |10.91 |     ~|G              |   0|   0
3363|CD-48 7200                         |*  |12 10 12.8824295933 -48 55 26.503213713|     ~|12.27 |10.57 |10.29 |     ~|G              |   1|   0
3364|CD-52 4849                         |*  |12 08 03.8896872593 -52 58 26.687477516|     ~|11.57 |10.23 |     ~|     ~|Gwl            |   3|   0
3365|HD 310941                          |*  |12 00 04.7321797669 -65 45 02.105458745|     ~|11.39 |10.85 |     ~|     ~|G              |   2|   0
3366|HD 311145                          |PM*|12 19 33.6102214256 -68 16 39.964703821|     ~|11.20 |10.58 |     ~|     ~|G              |   1|   0
3367|CD-48 7269                         |PM*|12 15 02.0610953470 -49 24 54.268785756|     ~|11.51 |10.82 |     ~|     ~|G              |   0|   0
3368|CD-50 6861                         |PM*|12 17 20.6478516059 -50 46 34.041610649|     ~|11.509|10.673|     ~|     ~|G              |   3|   0
3369|CD-51 6617                         |*  |12 22 08.7325439330 -51 49 22.815789911|     ~|11.52 |10.79 |     ~|     ~|G              |   5|   0
3370|CD-50 6998                         |** |12 27 38.77728 -51 04 56.1434          |     ~|11.79 |11.21 |     ~|     ~|G              |   5|   0
3371|CPD-79 722                         |*  |13 11 14.0314208632 -80 06 51.987660834|     ~|11.49 |10.94 |     ~|     ~|G              |   0|   0
3372|CD-47 7703                         |*  |12 34 02.5427193304 -48 10 26.151085449|     ~|11.05 |10.66 |     ~|     ~|G              |   0|   0
3373|[PF96] 2E                          |*  |12 46 23.17 -59 34 38.7                |     ~|     ~|     ~|     ~|     ~|G              |   2|   0
3374|HD 312040                          |*  |12 52 28.2833281757 -62 51 02.212517925|     ~|12.17 |11.03 |     ~|     ~|G              |   1|   0
3375|HD 191173                          |PM*|20 20 16.9531938646 -80 50 36.747313975|     ~|10.59 | 9.48 |     ~|     ~|G              |   2|   0
3376|CPD-79 1096                        |*  |20 34 38.8914971539 -79 28 03.349906965|     ~|11.842|11.087|     ~|     ~|G              |   1|   0
3377|HD 195045                          |PM*|20 38 52.9925681390 -79 46 52.628175290|     ~|11.07 |10.21 |     ~|     ~|G              |   2|   0
3378|CPD-80 996                         |*  |21 05 09.0180877722 -79 36 46.812531455|     ~|11.961|11.47 |     ~|     ~|G              |   1|   0
