C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.21CET20:36:27

sptypes = 'G'
-------------

Number of objects : 3851

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
2151|LBQS 1224+1304                     |*  |12 26 34.1413106722 +12 48 13.459203836|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2152|LBQS 1227+1041                     |*  |12 30 31.7793344871 +10 24 32.270023859|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2153|TYC 288-691-1                      |*  |12 23 35.5562140381 +06 03 25.613008555|     ~|12.15 |11.10 |     ~|     ~|G              |   1|   0
2154|AG+07 1639                         |*  |12 27 23.8006477011 +07 22 49.755640128|     ~|10.93 | 9.78 |     ~|     ~|G              |   3|   0
2155|EC 12243-1759                      |*  |12 26 56.8502675533 -18 15 51.367958640|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2156|EC 12226-2211                      |*  |12 25 12.6750032412 -22 27 58.910517170|     ~|16.66 |15.99 |     ~|     ~|G              |   1|   0
2157|CD-30 9926                         |*  |12 27 24.2412312791 -31 35 14.838393008|     ~|11.67 |10.66 |     ~|     ~|Gwl:           |   3|   0
2158|SOPS IV c-122                      |*  |12 32 47.9611591344 -34 49 24.661943067|     ~|13.115|12.366|     ~|     ~|Gwl            |   9|   0
2159|CD-41 7141                         |*  |12 22 39.1015953743 -42 21 57.380129206|     ~|11.766|10.791|     ~|     ~|Gwl            |   9|   0
2160|CD-41 7208                         |*  |12 29 18.8624440432 -42 09 58.429152934|     ~|11.48 |10.40 |     ~|     ~|Gwl            |   4|   0
2161|BD+38 2349                         |PM*|12 35 49.8683961341 +37 31 30.173770914|     ~| 9.56 | 9.0  |     ~|     ~|G              |   8|   0
2162|BD+36 2287                         |*  |12 35 51.4654570505 +36 00 19.137131496|     ~|11.80 |11.40 |     ~|     ~|G              |   2|   0
2163|SBS 53                             |PM*|12 44 39.9230554389 +34 58 49.605398156|     ~|12.80 |12.30 |     ~|     ~|sdG            |   9|   0
2164|CHSS 260                           |*  |12 42 25.9485704369 +29 30 40.082564677|     ~|     ~|15.37 |     ~|     ~|G              |   1|   0
2165|HD 110027                          |*  |12 39 09.9309345196 +14 19 30.914550327|     ~|10.89 |10.30 |     ~|     ~|G              |   4|   0
2166|LBQS 1231+1322                     |*  |12 34 10.3172867611 +13 06 20.500096478|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2167|V* CK Vir                          |LP*|12 35 47.5513470514 +09 04 27.505696780|     ~|11.66 |10.38 |     ~|     ~|G              |  19|   0
2168|LBQS 1234+0930                     |*  |12 37 27.3336160380 +09 13 59.836229953|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2169|LBQS 1239+0234                     |*  |12 42 20.5517122765 +02 17 54.742062995|     ~|17.6  |     ~|16.9  |     ~|G              |   1|   0
2170|** BAL 1162B                       |*  |12 43 09.165 -00 00 00.39              |     ~|11.5  |10.5  |     ~|     ~|G              |   0|   0
2171|2MASS J12383041-0044099            |*  |12 38 30.456 -00 44 11.12              |     ~|12.2  |11.3  |     ~|     ~|G              |   0|   0
2172|BD-22 3428                         |*  |12 42 41.4392527419 -22 50 51.883180153|     ~|11.439|10.791|10.28 |10.052|G              |   4|   0
2173|CHSS 286                           |*  |12 55 34.3 +29 32 28                   |     ~|     ~|14.70 |     ~|     ~|G              |   1|   0
2174|HD 111286                          |*  |12 48 10.6915495229 +05 08 14.674692776|     ~|10.32 | 9.36 |     ~|     ~|G              |   1|   0
2175|1E 1242+02.0                       |*  |12 45 12.0 +01 48 30                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2176|LBQS 1245+0052                     |*  |12 48 19.9384460864 +00 36 07.733556005|     ~|18.1  |     ~|17.8  |     ~|G              |   1|   0
2177|LBQS 1244-0228                     |*  |12 47 06.9232965704 -02 44 23.178410040|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2178|CD-37 8219                         |PM*|12 53 57.4198015144 -38 01 35.575907500|     ~|11.766|10.936|     ~|     ~|Gwl            |  12|   0
2179|CD-39 7825                         |*  |12 47 04.4110222940 -40 11 38.019671294|     ~|11.03 |10.29 |     ~|     ~|Gwl            |   6|   0
2180|CD-41 7411                         |*  |12 48 07.7730245390 -42 36 56.622320995|     ~|11.626|10.544|     ~|     ~|Gwl            |   5|   0
2181|2MASS J13045773+3548426            |*  |13 04 57.7281911594 +35 48 42.835409772|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2182|Weis 63999                         |*  |13 00 36.8 +27 34 05                   |     ~|13.95 |13.30 |     ~|     ~|G              |   1|   0
2183|CHSS 308                           |*  |13 04 29.3209358134 +28 54 34.841905440|     ~|     ~|14.07 |     ~|     ~|G              |   1|   0
2184|CHSS 310                           |*  |13 05 31.7092429284 +29 02 30.436800750|     ~|     ~|15.09 |     ~|     ~|G              |   1|   0
2185|Feige 74                           |*  |13 07 11.8563612490 +19 33 12.676245438|     ~|11.96 |12.04 |     ~|     ~|G              |  11|   0
2186|HD 113141                          |*  |13 01 26.2184094255 +10 21 19.799755289|     ~|10.48 |10.01 |     ~|     ~|G              |   1|   0
2187|HD 112448                          |*  |12 56 40.3266922174 +07 01 11.800481743|     ~|10.38 | 9.81 | 9.83 |     ~|G              |  11|   0
2188|BD+07 2600B                        |*  |12 59 18.9892179866 +06 30 33.607014476|     ~|10.66 | 9.80 |     ~|     ~|G              |  10|   0
2189|BD+05 2714                         |*  |13 05 49.2439740413 +04 23 56.532438501|     ~|11.90 |11.32 |     ~|     ~|G              |   0|   0
2190|LEDA 45446                         |Em*|13 07 17.2087633057 +00 41 54.661440307|     ~|16    |16.093|15.554|     ~|G              |   3|   0
2191|EC 13020-1709                      |*  |13 04 39.4742273448 -17 25 40.536658662|     ~|16.57 |15.85 |     ~|     ~|G              |   1|   0
2192|CD-42 8003                         |Pe*|12 57 16.6743766108 -43 35 31.606838849|     ~|11.296|10.457|     ~|     ~|Gwl            |  10|   0
2193|CD-41 7593                         |PM*|13 06 48.0139591340 -41 54 26.626288460|     ~|11.83 |11.16 |     ~|     ~|G              |   0|   0
2194|CGG* NGP 145                       |*  |13 13 43.1588006399 +31 08 06.894466982|     ~|14.23 |13.7  |     ~|     ~|Gw             |   2|   0
2195|CHSS 329                           |*  |13 16 33.2709815795 +29 15 34.403074218|     ~|     ~|13.94 |     ~|     ~|G              |   1|   0
2196|CHSS 332                           |*  |13 17 58.5638059014 +29 00 25.634919220|     ~|     ~|15.10 |     ~|     ~|G              |   1|   0
2197|HD 114763                          |PM*|13 12 30.9632158598 +07 01 12.912143962|     ~| 9.55 | 8.94 |     ~|     ~|G              |   3|   0
2198|BD+06 2717                         |*  |13 15 24.5728711886 +06 06 57.010112923|     ~|11.60 |10.80 |     ~|     ~|G              |   0|   0
2199|BD+05 2727                         |*  |13 13 25.4178376677 +05 03 07.445886668|     ~|11.84 |11.43 |     ~|     ~|G              |   0|   0
2200|AG+01 1534                         |PM*|13 11 25.8919332744 +01 05 51.161325906|     ~|10.72 |10.16 |     ~|     ~|G              |   0|   0
2201|AG+01 1533                         |PM*|13 11 25.2899073479 +01 04 41.773283680|     ~|10.58 |10.02 |     ~|     ~|G              |   0|   0
2202|EC 13082-1737                      |*  |13 10 56.5004245974 -17 53 25.690594414|     ~|15.32 |14.70 |14.70 |     ~|G              |   1|   0
2203|EC 13090-1631                      |*  |13 11 44.2595572714 -16 47 07.684773642|     ~|16.18 |15.46 |     ~|     ~|G              |   1|   0
2204|CD-28 9945                         |*  |13 12 56.1938321202 -29 39 00.925308705|     ~|10.73 | 9.89 |     ~|     ~|Gwl:           |   8|   0
2205|CHSS 335                           |*  |13 21 14.4 +29 18 26                   |     ~|     ~|13.49 |     ~|     ~|G              |   1|   0
2206|BD+07 2649                         |PM*|13 27 33.1269712220 +06 54 37.745519922|     ~|10.86 |10.46 |     ~|     ~|G              |   1|   0
2207|TYC 306-232-1                      |PM*|13 23 20.8673346087 +05 07 22.985561732|     ~|11.71 |11.33 |     ~|     ~|G              |   0|   0
2208|TYC 303-396-1                      |PM*|13 28 08.7011131467 +04 24 11.364140766|     ~|11.79 |11.07 |     ~|     ~|G              |   0|   0
2209|BD+04 2744                         |*  |13 25 48.3185921082 +03 41 41.655104853|     ~|11.46 |10.88 |     ~|     ~|G              |   0|   0
2210|HS 1334+4141                       |*  |13 37 04.1 +41 26 41                   |     ~|18.0  |     ~|     ~|     ~|G              |   1|   0
2211|[MGN2003] 25                       |*  |13 34 08.7709613161 +38 03 49.432261546|     ~|     ~|     ~|14.9  |     ~|G              |   5|   0
2212|HS 1328+3524                       |*  |13 30 17.3790611339 +35 09 08.400468162|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2213|BD+37 2432                         |*  |13 37 16.5077748269 +36 20 28.290367217|     ~|12.78 |11.55 |     ~|     ~|G              |   0|   0
2214|TYC 2543-884-1                     |PM*|13 36 40.8142947322 +36 36 43.297555418|     ~|12.54 |11.86 |     ~|     ~|G              |   2|   0
2215|CSI+36-13367 1                     |*  |13 38 48.0 +36 16 00                   |     ~|     ~|12.1  |     ~|     ~|G              |   0|   0
2216|BD+09 2789B                        |PM*|13 37 18.0562513420 +09 09 22.857027522|     ~|11.00 |10.58 |10.7  |     ~|G              |   2|   0
2217|HD 118127                          |*  |13 34 50.4267462364 +05 09 08.980075290|     ~|10.02 | 9.54 |     ~|     ~|G              |   1|   0
2218|BD+05 2762                         |Ro*|13 32 59.0832236223 +04 25 08.616608061|     ~|11.72 |11.134|     ~|10.363|G              |   4|   0
2219|LBQS 1337-0253                     |*  |13 39 55.1436612541 -03 08 20.909061826|     ~|18.0  |     ~|17.3  |     ~|G              |   1|   0
2220|2MASS J13405826-2905325            |*  |13 40 58.2592706000 -29 05 32.579941893|     ~|16.7  |16.1  |     ~|     ~|G              |   1|   0
2221|2MASS J13405930-2941343            |*  |13 40 59.2927558564 -29 41 34.298636623|     ~|17.7  |17    |     ~|     ~|G              |   1|   0
2222|2MASS J13393936-3057283            |*  |13 39 39.3607924932 -30 57 28.456433931|     ~|15.5  |14.8  |     ~|     ~|G              |   1|   0
2223|HD 120831                          |*  |13 51 37.5980285954 +20 10 11.897683598|     ~| 9.90 | 9.46 |     ~|     ~|G              |   2|   0
2224|BD+06 2784b                        |*  |13 43 55.10 +05 28 28.8                |     ~|12.93 |12.36 |     ~|     ~|G              |   2|   0
2225|HD 119498                          |*  |13 43 33.8161 +02 03 32.980            |     ~|10.40 | 9.75 |     ~|     ~|G              |   2|   0
2226|LBQS 1342+0024                     |*  |13 45 33.0895730576 +00 09 50.710579842|     ~|17.88 |     ~|     ~|     ~|G              |   2|   0
2227|MGC 50004                          |*  |13 44 14.5055091949 +00 16 54.658533321|     ~|15.09 |     ~|     ~|     ~|G              |   2|   0
2228|BD+00 3107                         |*  |13 50 59.806 -00 00 55.98              |     ~|11.8  |10.8  |     ~|     ~|G              |   0|   0
2229|EC 13475-1332                      |*  |13 50 15.6943651675 -13 47 39.782982457|     ~|15.92 |15.29 |     ~|     ~|G              |   1|   0
2230|EC 13454-2313                      |*  |13 48 11.9519886061 -23 28 17.464055398|     ~|16.43 |15.91 |     ~|     ~|G              |   1|   0
2231|2MASS J13414896-3055113            |*  |13 41 48.97 -30 55 11.4                |     ~|16.4  |15.7  |     ~|     ~|G              |   1|   0
2232|2MASS J13422432-3026104            |*  |13 42 24.3194623193 -30 26 10.321662777|     ~|16.1  |15.3  |     ~|     ~|G              |   1|   0
2233|TYC 7270-796-1                     |*  |13 46 40.6945395321 -31 54 50.095483322|     ~|12.901|12.144|11.34 |     ~|Gp             |   5|   0
2234|TYC 2550-821-1                     |*  |13 56 00.5537276667 +36 54 30.507546129|     ~|12.53 |11.36 |     ~|     ~|G              |   0|   0
2235|HD 121390                          |*  |13 54 45.1392846822 +20 08 07.034078347|     ~| 9.91 | 9.50 |     ~|     ~|G              |   2|   0
2236|HD 122385                          |*  |14 01 10.8092376985 +21 23 59.457741762|     ~|10.06 | 9.16 |     ~|     ~|G              |   2|   0
2237|HD 122654                          |** |14 02 50.81369 +14 16 46.8160          |     ~| 9.61 | 9.00 |     ~|     ~|G              |  13|   0
2238|HD 122423                          |PM*|14 01 38.3417623905 +11 25 52.560865942|     ~| 9.63 | 9.25 |     ~|     ~|G              |   1|   0
2239|BD+02 2760                         |*  |14 01 33.6485137270 +01 33 07.943751469|     ~| 9.93 | 9.48 |     ~|     ~|G              |   0|   0
2240|BD-01 2872                         |*  |13 53 27.8226695249 -02 08 05.502319282|     ~|11.98 |11.42 |     ~|     ~|G              |   0|   0
2241|CD-35 9167                         |*  |13 59 17.6762214611 -36 32 52.281622508|     ~|11.27 |10.22 |     ~|     ~|Gwl            |   9|   0
2242|HD 123555                          |** |14 07 50.5954 +24 43 14.976            |     ~|10.19 | 9.67 |     ~|     ~|G              |   8|   0
2243|HD 123400                          |*  |14 06 50.6613512256 +23 58 39.090222380|     ~| 9.90 | 9.46 |     ~|     ~|G              |   1|   0
2244|HD 124625                          |*  |14 14 16.4487705498 +20 26 17.045236365|     ~| 9.98 | 9.05 |     ~|     ~|G              |   1|   0
2245|HD 123364                          |PM*|14 06 44.7048766094 +20 06 25.891814512|     ~| 9.75 | 9.22 |     ~|     ~|G              |   1|   0
2246|HD 124533                          |PM*|14 13 47.4302488087 +20 01 49.037110678|     ~| 9.44 | 8.99 |     ~|     ~|G              |   5|   0
2247|HD 123557                          |*  |14 08 13.0857109691 +11 55 26.255875176|     ~|10.04 | 9.53 |     ~|     ~|G              |   1|   0
2248|HD 123615                          |*  |14 08 37.8864079958 +06 01 41.002180763|     ~|10.24 | 9.74 |     ~|     ~|G              |   4|   0
2249|TYC 317-1038-1                     |*  |14 13 00.887 +01 16 18.63              |     ~|12.27 |11.48 |     ~|     ~|G              |   0|   0
2250|BD-01 2901                         |*  |14 04 56.9159328974 -01 46 37.013376060|     ~|11.87 |11.41 |     ~|     ~|G              |   0|   0
2251|HD 124358                          |PM*|14 13 21.3208360324 -12 09 24.184736022|     ~|10.38 | 9.54 |     ~|     ~|Gwl            |  43|   0
2252|EC 14114-2048                      |EB*|14 14 12.2262766788 -21 02 27.286266732|     ~|15    |13.44 |13.739|     ~|G              |   3|   0
2253|HD 125334                          |*  |14 18 30.9065171373 +12 26 54.433788187|     ~|10.47 | 9.49 |     ~|     ~|G              |   4|   0
2254|HD 126380                          |*  |14 24 46.4636624059 +12 33 01.009312172|     ~|10.12 | 9.64 |     ~|     ~|G              |   4|   0
2255|HD 126584                          |PM*|14 26 05.9406817461 +11 36 03.451597258|     ~|10.42 | 9.72 |     ~|     ~|G              |  12|   0
2256|HD 125772                          |*  |14 21 23.3849335142 +09 33 03.494995330|     ~| 9.93 | 9.43 |     ~|     ~|G              |   5|   0
2257|HD 126082                          |*  |14 23 15.5670855308 +09 18 18.487024777|     ~|10.17 | 9.57 |     ~|     ~|G              |   1|   0
2258|HD 125921                          |*  |14 22 22.5167006814 +07 00 19.653507901|     ~| 9.26 | 8.85 |     ~|     ~|G              |   4|   0
2259|BD-10 3897                         |*  |14 25 20.1645427839 -11 06 02.480869173|     ~|11.309|10.323| 9.79 | 9.381|G              |   2|   0
2260|EC 14226-1716                      |*  |14 25 23.9061919164 -17 30 01.471451388|     ~|16.48 |15.52 |15.39 |     ~|G              |   1|   0
2261|CD-36 9214                         |*  |14 15 14.4235751633 -37 06 01.144158841|     ~|11.53 |10.64 |     ~|     ~|Gwl            |   4|   0
2262|HD 128578                          |PM*|14 36 50.3879124036 +33 18 11.073857257|     ~|     ~|     ~| 9.1  |     ~|G              |   9|   0
2263|HD 126696                          |PM*|14 26 45.5908699327 +11 27 54.517138779|     ~|10.28 | 9.56 |     ~|     ~|G              |   1|   0
2264|HD 128592                          |*  |14 37 26.9848873601 +12 56 30.793007297|     ~|10.13 | 9.72 |     ~|     ~|G              |   1|   0
2265|HD 128580                          |PM*|14 37 22.5283089896 +11 01 40.832218042|     ~|10.23 |     ~| 9.0  |     ~|G              |  42|   0
2266|BD+10 2683                         |*  |14 26 35.666 +09 40 35.64              |     ~|11.63 |11.30 |     ~|     ~|G              |   0|   0
2267|HD 127373                          |*  |14 30 50.6141303777 +09 28 14.523418925|     ~|10.27 | 9.77 |     ~|     ~|G              |   2|   0
2268|HD 127853                          |PM*|14 33 31.0984296594 +09 12 26.866155366|     ~| 9.78 | 9.23 |     ~|     ~|G              |   2|   0
2269|HD 127404                          |PM*|14 31 03.9111968422 +07 15 50.220006642|     ~|     ~|     ~| 8.4  |     ~|G              |  10|   0
2270|BD+00 3198                         |*  |14 32 46.0781152027 +00 15 23.526387770|     ~|11.94 |11.39 |     ~|     ~|G              |   0|   0
2271|LBQS 1428+0001                     |*  |14 31 12.3981192263 -00 11 48.645856331|     ~|18.70 |     ~|     ~|     ~|G              |   2|   0
2272|EC 14314-1920                      |EB*|14 34 15.0042013955 -19 33 19.758198912|     ~|13.87 |13.07 |13.294|     ~|G              |   4|   0
2273|HD 128279                          |Pe*|14 36 48.5106582134 -29 06 46.610625293| 8.64 | 8.63 | 8.00 |     ~|     ~|Gw             | 175|   0
2274|BD+37 2564                         |*  |14 42 02.1387951618 +36 52 16.806541018|     ~|12.02 |11.41 |     ~|     ~|G              |   0|   0
2275|HD 129311                          |*  |14 40 51.0973337136 +36 05 03.266786758|     ~|10.06 | 9.52 |     ~|     ~|G              |   1|   0
2276|HD 129676                          |PM*|14 42 52.8428187402 +34 28 26.086133270|     ~| 9.62 | 9.03 |     ~|     ~|G              |   3|   0
2277|HD 129469                          |PM*|14 41 46.6081959836 +33 00 41.426872094|     ~| 9.88 | 9.17 |     ~|     ~|G              |  11|   0
2278|HD 130602                          |*  |14 48 12.5869449257 +32 07 03.460233656|     ~|10.20 | 9.20 |     ~|     ~|G              |   1|   0
2279|HD 129411                          |** |14 41 38.3050 +27 47 19.776            |     ~| 9.90 | 9.39 |     ~|     ~|G              |   9|   0
2280|HD 130085                          |PM*|14 45 48.8043109371 +14 38 32.168370440|     ~| 9.14 | 8.62 |     ~|     ~|G              |  19|   0
2281|HD 129261                          |PM*|14 41 17.5926596561 +12 19 30.868449426|     ~|10.20 | 9.51 |     ~|     ~|G              |   2|   0
2282|HD 129374                          |PM*|14 41 52.2220846191 +10 54 51.008581177|     ~|10.00 | 9.45 |     ~|     ~|G              |   2|   0
2283|HD 131666                          |*  |14 53 51.9481421681 +35 47 40.853039575|     ~| 9.84 | 9.22 |     ~|     ~|G              |   6|   0
2284|HD 131176                          |*  |14 50 58.8550621807 +32 57 52.913521558|     ~| 9.75 | 9.21 |     ~|     ~|G              |   5|   0
2285|HD 130947                          |*  |14 49 57.0132524247 +30 34 42.780319854|     ~|10.21 | 9.72 |     ~|     ~|G              |   1|   0
2286|HD 132564                          |*  |14 58 53.8005974458 +30 07 28.457478583|     ~| 9.98 | 9.43 |     ~|     ~|G              |   2|   0
2287|HD 131361                          |*  |14 52 21.3084201150 +27 07 03.282870900|     ~|10.20 | 9.72 |     ~|     ~|G              |   1|   0
2288|TYC 332-1378-1                     |*  |14 49 21.2192834241 +06 35 10.876784979|     ~|11.18 |10.55 |     ~|     ~|G              |   0|   0
2289|EC 14498-1317                      |*  |14 52 34.2581666163 -13 29 33.243790709|     ~|     ~|     ~|     ~|     ~|G              |   1|   0
2290|CD-29 11425                        |*  |14 57 49.3575758807 -30 15 10.843502512|     ~|11.69 |10.88 |     ~|     ~|Gwl            |   5|   0
2291|GSC 07302-00284                    |*  |14 51 53.1731950206 -32 01 47.316119057|     ~|12.3  |     ~|     ~|     ~|Gp             |   2|   0
2292|HD 325370                          |*  |16 04 09.6238549404 -40 23 23.396871805|     ~|11.49 |10.86 |     ~|     ~|G              |   1|   0
2293|HD 325434                          |*  |16 13 52.1537523554 -40 17 39.658789221|     ~|11.22 |10.43 |     ~|     ~|G              |   4|   0
2294|HD 325575                          |*  |16 26 11.1487340785 -41 29 56.712305376|     ~|11.96 |11.30 |     ~|     ~|G              |   2|   0
2295|HD 325610                          |*  |16 27 58.6762262761 -40 35 26.231857952|     ~|12.39 |11.81 |     ~|     ~|G              |   2|   0
2296|HD 325801                          |*  |16 39 28.7998156734 -41 59 13.537277548|     ~|12.49 |11.43 |     ~|     ~|G              |   1|   0
2297|HD 326107                          |PM*|16 44 49.6432335880 -43 19 58.073171598|     ~|11.80 |11.86 |     ~|     ~|G              |   1|   0
2298|HD 326575                          |*  |16 59 31.1746058378 -43 31 26.280478554|     ~|12.95 |12.76 |     ~|     ~|G              |   1|   0
2299|HD 326684                          |*  |17 02 32.8762132326 -43 15 53.776805474|     ~|12.12 |11.58 |     ~|     ~|G              |   1|   0
2300|HD 327214                          |*  |17 16 36.3228418783 -43 43 30.855737689|     ~|12.05 |11.48 |     ~|     ~|G              |   1|   0
2301|TYC 7895-733-1                     |PM*|17 29 26.6059616836 -44 19 44.716139776|     ~|11.77 |11.18 |     ~|     ~|G              |   1|   0
2302|TYC 7898-332-1                     |PM*|17 59 11.5339899477 -43 21 59.190446811|     ~|11.80 |11.35 |     ~|     ~|G              |   1|   0
2303|CD-43 12154                        |*  |17 58 06.3793206687 -43 24 21.858841615|     ~|11.99 |11.41 |     ~|     ~|Gwl            |   3|   0
2304|CPD-44 8992                        |*  |18 11 37.1103572952 -44 50 07.728323627|     ~|10.87 |10.35 |     ~|     ~|G              |   1|   0
2305|CD-44 12897                        |PM*|18 49 30.3132658706 -44 11 36.702317016|     ~|12.46 |11.83 |     ~|     ~|G              |   0|   0
2306|CF 18871                           |*  |19 51 01.3 -39 59 50                   |     ~|11.2  |     ~|     ~|     ~|G              |   0|   0
2307|CD-34 10387                        |PM*|15 28 37.8129032963 -34 56 52.971754521|     ~|11.72 |10.75 |     ~|     ~|Gwl            |   3|   0
2308|HD 148864                          |PM*|16 32 41.2263804868 -39 54 52.369897947|     ~|11.92 |10.67 |     ~|     ~|G              |   4|   0
2309|HD 321864                          |*  |16 38 06.07 -39 40 47.9                |     ~|10    |     ~|     ~|     ~|G              |   1|   0
2310|HD 321937                          |*  |16 41 54.2708610242 -40 07 18.512693873|     ~|10.92 |10.31 |     ~|     ~|G              |   1|   0
2311|HD 321979                          |*  |16 47 09.1363103021 -39 14 04.405198696|     ~|12.25 |11.44 |     ~|     ~|G              |   1|   0
2312|HD 322272                          |*  |16 55 13.5545278095 -40 31 59.623473384|     ~|11.0  |10.6  |     ~|     ~|G              |   6|   0
2313|HD 322361                          |*  |16 56 31.0927117263 -38 58 57.110495279|     ~|11.41 |10.78 |     ~|     ~|G              |   1|   0
2314|HD 323917                          |*  |17 37 08.3724419052 -39 18 43.320895868|     ~|11.73 |11.12 |     ~|     ~|G              |   1|   0
2315|HD 323821                          |*  |17 33 49.0717679999 -40 51 30.288328489|     ~|11.63 |10.75 |     ~|     ~|G              |   1|   0
2316|HD 323836                          |*  |17 32 06.2309073325 -41 20 48.303104234|     ~|11.80 |11.12 |     ~|     ~|G              |   1|   0
2317|HD 323985                          |PM*|17 37 32.8384051924 -40 47 06.940512044|     ~|11.75 |11.33 |     ~|     ~|G              |   1|   0
2318|HD 324037                          |*  |17 39 16.5454565225 -41 47 40.229864088|     ~|11.29 | 9.99 |     ~|     ~|G              |   1|   0
2319|HD 324493                          |PM*|17 53 59.5877994290 -41 35 28.683628290|     ~|11.30 |10.85 |     ~|     ~|G              |   2|   0
2320|HD 324506                          |*  |17 51 21.4032936021 -41 56 51.257458198|     ~|11.34 |10.91 |     ~|     ~|G              |   2|   0
2321|HD 325034                          |PM*|18 07 59.5893316958 -40 47 59.552498322|     ~|11.38 |10.70 |     ~|     ~|G              |   1|   0
2322|CD-41 12642                        |*  |18 18 51.1027422847 -41 00 47.725507282|     ~|11.64 |10.88 |     ~|     ~|Gwl            |   2|   0
2323|HD 325358                          |*  |18 27 33.4116368773 -39 38 07.088698860|     ~|11.47 |10.84 |     ~|     ~|G              |   2|   0
2324|HD 325366                          |*  |18 29 28.8349159308 -40 43 45.358198135|     ~|10.82 | 9.97 |     ~|     ~|G              |   2|   0
2325|EC 20352-3242                      |*  |20 38 20.0817102573 -32 31 41.900955232|     ~|11.6  |11.2  |     ~|     ~|G              |   1|   0
2326|CD-31 11887                        |PM*|15 21 22.5610088858 -31 39 49.759921478|     ~|12.00 |11.05 |     ~|     ~|Gwl            |   6|   0
2327|HD 322633                          |PM*|17 05 22.2864704020 -37 08 11.842987180|     ~|11.15 |10.35 |     ~|     ~|G              |   1|   0
2328|HD 322660                          |*  |17 04 47.5385459243 -37 53 14.732370105|     ~| 9.04 | 7.94 |     ~|     ~|G              |  14|   0
2329|HD 319458                          |*  |17 10 43.8714467495 -35 57 38.588556082|     ~|11.75 |11.07 |     ~|     ~|G              |   2|   0
2330|HD 322666                          |*  |17 06 42.4106726541 -37 51 58.856529493|     ~|11.25 |11.13 |     ~|     ~|G              |   1|   0
2331|HD 323532                          |*  |17 31 41.2586469922 -38 13 11.422527761|10.75 |11.12 |10.51 |10.56 |     ~|G              |   4|   0
2332|HD 324927                          |*  |18 09 09.5120606360 -37 11 28.417335527|     ~|11.37 |10.92 |     ~|     ~|G              |   1|   0
2333|HD 324816                          |*  |18 05 11.1326767214 -37 35 12.177737911|     ~|11.38 |10.77 |     ~|     ~|G              |   1|   0
2334|HD 325191                          |*  |18 15 13.4480916078 -38 41 31.445611434|     ~|11.27 |10.87 |     ~|     ~|G              |   1|   0
2335|HD 325052                          |*  |18 12 52.1288857007 -37 19 44.709020693|     ~|11.44 |10.43 |     ~|     ~|G              |   1|   0
2336|HD 325183                          |*  |18 18 39.8344618537 -38 29 31.192716136|     ~|11.54 |10.92 |     ~|     ~|G              |   2|   0
2337|HD 325227                          |*  |18 19 05.7404905059 -37 12 06.646233865|     ~|11.426|10.493|     ~|     ~|G              |   2|   0
2338|HD 325325                          |*  |18 27 56.6776909343 -38 05 35.457218768|     ~|11.22 |10.72 |     ~|     ~|G              |   1|   0
2339|VSS VIII-20                        |*  |19 04 04.8 -37 04 18                   |     ~|14.81 |13.84 |     ~|     ~|G              |   2|   0
2340|VSS VIII-54                        |*  |19 06 15.8797296789 -37 23 00.200416708|     ~|13.57 |11.80 |     ~|     ~|G              |   2|   0
2341|VSS VIII-55                        |*  |19 06 09.9 -37 07 20                   |     ~|15.22 |13.63 |     ~|     ~|G              |   2|   0
2342|CD-35 13657                        |*  |19 44 04.2862281973 -34 44 24.724570894|     ~|12.276|11.181|     ~|     ~|Gwl            |   3|   0
2343|CD-29 12073                        |*  |15 54 47.3357494516 -29 44 05.999348850|     ~|11.20 | 9.94 |     ~|     ~|Gwl            |   3|   0
2344|HD 319530                          |*  |17 13 38.9043896715 -35 50 44.620661196|     ~|11.84 |10.54 |     ~|     ~|G              |   1|   0
2345|HD 320109                          |*  |17 35 59.0561504220 -34 18 19.320547849|     ~|12.32 |11.62 |     ~|     ~|G              |   2|   0
2346|HD 320973                          |*  |17 55 56.7066274680 -35 18 17.361838141|     ~|10.44 | 9.09 |     ~|     ~|G              |   1|   0
2347|HD 321281                          |*  |18 06 30.3522442091 -34 59 05.270387859|     ~|11.79 |11.00 |     ~|     ~|G              |   1|   0
2348|HD 321643                          |*  |18 19 52.5778643094 -34 51 21.705908982|     ~|11.00 |10.12 |     ~|     ~|G              |   1|   0
2349|HD 321503                          |*  |18 13 33.6543 -36 13 16.532            |     ~|11.83 |10.69 |     ~|     ~|G              |   1|   0
2350|HD 321456                          |*  |18 11 44.7338065284 -34 15 26.517581470|     ~|11.72 |11.60 |     ~|     ~|G              |   1|   0
