C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:22:53

sptypes = 'B'
-------------

Number of objects : 8496

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type     |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|--------------------|----|----
5363|SDSS J164921.61+324613.2           |HS*|16 49 21.6241112453 +32 46 13.274669684|     ~|     ~|     ~|     ~|     ~|sdBHe               |   3|   1
5364|PG 1648+315                        |HS*|16 50 22.0468510051 +31 27 49.697460386|     ~|16.0  |     ~|15.90 |     ~|sdBC0.5VIIHe28      |   9|   0
5365|PG 1652+307                        |HS*|16 54 04.2605980126 +30 37 01.825482769|     ~|15.20 |15.41 |15.77 |     ~|sdB                 |  12|   0
5366|GALEX J165424.3+303940             |HS*|16 54 24.2922867976 +30 39 41.286786234|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5367|GALEX J165439.1+201622             |HS*|16 54 39.0647884923 +20 16 22.099556833|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5368|GALEX J165655.4+382603             |HS*|16 56 55.4958434926 +38 26 03.149117396|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5369|SDSS J165727.27+615450.4           |HS*|16 57 27.2707060739 +61 54 50.371979433|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5370|GALEX J165741.0+171432             |HS*|16 57 40.9859943345 +17 14 33.085450093|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5371|SDSS J165837.43+384748.2           |HS*|16 58 37.4333075435 +38 47 48.151558625|     ~|     ~|     ~|     ~|     ~|sdB                 |   9|   0
5372|SDSS J170011.16+195605.6           |HS*|17 00 11.1670997679 +19 56 05.649623772|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5373|SDSS J170043.51+315126.0           |HS*|17 00 43.5097351543 +31 51 26.029946596|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5374|GALEX J170356.7+341504             |HS*|17 03 56.6741513637 +34 15 05.099940622|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5375|SDSS J171424.17+614710.8           |HS*|17 14 24.1616873051 +61 47 10.933668327|     ~|     ~|     ~|     ~|     ~|sdB                 |   9|   0
5376|GALEX J171710.9+310344             |HS*|17 17 10.9603557918 +31 03 43.795339781|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5377|GALEX J171813.9+595355             |HS*|17 18 13.8525466033 +59 53 55.059247800|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5378|GALEX J171929.5+273229             |HS*|17 19 29.5190432698 +27 32 29.417142360|     ~|     ~|     ~|     ~|     ~|sdB+?               |   5|   0
5379|SDSS J171947.86+591604.3           |HS*|17 19 47.8776891441 +59 16 04.279866995|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5380|LB 331                             |HS*|17 23 38.5321435793 +60 14 43.967860004|     ~|15.63 |15.46 |15.84 |     ~|sdB+F2:kA3          |   8|   0
5381|SDSS J172422.14+602953.8           |HS*|17 24 22.1516789611 +60 29 53.819521406|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5382|GALEX J172805.4+535959             |HS*|17 28 05.3904083637 +53 59 59.565439476|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5383|GALEX J203826.4+010954             |HS*|20 38 26.4161534413 +01 09 53.541994322|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5384|GALEX J204026.9-055512             |HS*|20 40 26.9584165323 -05 55 13.295220586|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5385|GALEX J204149.4+003556             |HS*|20 41 49.3853227100 +00 35 55.812190948|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5386|SDSS J204546.81-054355.7           |HS*|20 45 46.8130090227 -05 43 55.618206349|     ~|17.9  |     ~|17.4  |     ~|sdB                 |   7|   0
5387|GALEX J205723.3-062611             |HS*|20 57 23.3197770406 -06 26 11.908216846|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5388|SDSS J205835.61-051558.4           |HS*|20 58 35.6165211598 -05 15 58.430886809|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5389|SDSS J210846.67-054343.5           |HS*|21 08 46.6712933374 -05 43 43.560127802|     ~|16.1  |     ~|17.0  |     ~|sdB                 |   3|   0
5390|GALEX J210907.2+103642             |HS*|21 09 07.2824050307 +10 36 40.643299265|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5391|GALEX J211104.9+091042             |HS*|21 11 04.9677180971 +09 10 42.843729973|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5392|2MASS J21133970+1006405            |HS*|21 13 39.6900827041 +10 06 40.408106892|     ~|     ~|     ~|     ~|     ~|sdB+?               |   3|   0
5393|GALEX J211620.9+001850             |HS*|21 16 20.9181703114 +00 18 50.754313373|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5394|SDSS J211651.96-003328.4           |HS*|21 16 51.9609834150 -00 33 28.434575643|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5395|GALEX J213718.8+123303             |HS*|21 37 18.8681997759 +12 33 03.337399303|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5396|SDSS J214339.27+105907.0           |HS*|21 43 39.2775897054 +10 59 07.032340907|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5397|GALEX J214418.6-010212             |HS*|21 44 18.6797174322 -01 02 13.053268482|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5398|GALEX J215053.8+131650             |HS*|21 50 53.8387302019 +13 16 50.560832829|     ~|     ~|     ~|     ~|     ~|sdB+?               |   4|   0
5399|PHL 189                            |HS*|21 53 07.3434707597 -07 19 48.387591607|     ~|17.4  |17.3  |17.3  |     ~|sdB                 |   9|   0
5400|SDSS J215327.88+002833.0           |HS*|21 53 27.8806985035 +00 28 33.061229093|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5401|2MASS J22040345+1225083            |HS*|22 04 03.45 +12 25 08.4                |     ~|     ~|     ~|     ~|     ~|sdB                 |   1|   0
5402|GALEX J220810.0+115914             |HS*|22 08 10.0462794407 +11 59 13.911712315|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5403|SDSS J221816.77+121400.7           |HS*|22 18 16.7716519433 +12 14 00.790052921|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5404|GALEX J223008.2+132734             |HS*|22 30 08.2549107656 +13 27 34.139240662|     ~|     ~|     ~|     ~|     ~|sdB+?               |   7|   0
5405|GALEX J223740.4+134850             |HS*|22 37 40.4095430711 +13 48 50.514034959|     ~|18.9  |     ~|     ~|     ~|sdB                 |   4|   0
5406|SDSS J223839.12+122517.8           |HS*|22 38 39.1284647343 +12 25 17.860084161|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5407|GALEX J224105.1+141810             |HS*|22 41 05.1918258573 +14 18 10.271501451|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5408|PB 5138                            |HS*|22 43 11.6818872285 -00 04 42.028162690|     ~|     ~|15.8  |     ~|     ~|sdB                 |   7|   0
5409|GALEX J224624.6+005041             |HS*|22 46 24.7768293780 +00 50 40.984386813|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5410|GALEX J224900.9-085931             |HS*|22 49 00.9440339137 -08 59 31.690895378|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5411|PG 2346+149                        |HS*|23 48 53.5213973128 +15 12 15.558405450|     ~|15.60 |15.70 |15.90 |     ~|sdB                 |   8|   0
5412|SDSS J234914.73-010031.3           |HS*|23 49 14.7266446463 -01 00 31.400684602|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5413|DENIS J204403.9-051134             |HS*|20 44 03.9781138119 -05 11 35.637348130|     ~|17.6  |     ~|17.1  |17.27 |sdB                 |   5|   0
5414|SDSS J000233.81-095706.8           |*  |00 02 33.8178006161 -09 57 06.840453906|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5415|SDSS J000752.01-091954.3           |HB*|00 07 52.0091135196 -09 19 54.308923521|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5416|SDSS J003640.57-111125.0           |*  |00 36 40.5711909429 -11 11 25.139528266|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5417|SDSS J003949.43+005317.9           |HB*|00 39 49.4333478656 +00 53 17.984321288|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5418|SDSS J005821.96-085129.2           |*  |00 58 21.9677915595 -08 51 29.288756515|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5419|SDSS J011402.57+140440.9           |*  |01 14 02.5751480465 +14 04 40.913148620|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5420|SDSS J012402.39-093536.9           |*  |01 24 02.3918848199 -09 35 37.042706772|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5421|SDSS J012651.70+004721.6           |*  |01 26 51.6979379454 +00 47 21.656266899|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5422|GALEX J013640.6-102944             |HS*|01 36 40.6846517311 -10 29 44.508562517|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5423|SDSS J014318.94-103136.6           |*  |01 43 18.9474730676 -10 31 36.535652463|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5424|SDSS J021144.06+121852.3           |*  |02 11 44.0507553134 +12 18 52.411393537|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5425|SDSS J074455.57+162649.8           |*  |07 44 55.5682396158 +16 26 49.794523826|     ~|     ~|     ~|     ~|     ~|B                   |   5|   0
5426|SDSS J075011.67+323341.7           |*  |07 50 11.6807958554 +32 33 41.745216965|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5427|SDSS J075637.59+163434.1           |*  |07 56 37.5960608274 +16 34 34.184556035|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5428|SDSS J080811.98+273537.8           |BS*|08 08 11.9766753338 +27 35 37.822957395|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5429|SDSS J080910.19+205736.4           |HS*|08 09 10.1930644124 +20 57 36.486396452|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5430|SDSS J081610.58+250406.0           |*  |08 16 10.5887753007 +25 04 06.050578690|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5431|SDSS J082104.19+221843.5           |*  |08 21 04.1959189789 +22 18 43.489909822|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5432|SDSS J082111.56+020056.8           |*  |08 21 11.5637072460 +02 00 56.797521551|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5433|SDSS J082300.23+561821.4           |*  |08 23 00.2267269907 +56 18 21.483547638|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5434|SDSS J083111.14+223925.6           |*  |08 31 11.1432232102 +22 39 25.591614504|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5435|SDSS J083124.18+035351.3           |*  |08 31 24.1858876057 +03 53 51.371219474|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5436|SDSS J083211.85+404459.3           |*  |08 32 11.8576125281 +40 44 59.413066489|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5437|SDSS J083503.09+214339.8           |*  |08 35 03.0977708811 +21 43 39.866054865|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5438|SDSS J083708.15+264201.3           |HB*|08 37 08.1572981370 +26 42 01.449031410|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5439|SDSS J083822.93+004723.1           |*  |08 38 22.9339594750 +00 47 23.078367729|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5440|USNO-A2.0 1125-05691361            |*  |08 38 38.2653111594 +27 13 28.326709016|     ~|18.4  |     ~|18.8  |     ~|B                   |   3|   0
5441|SDSS J084054.61+503655.1           |*  |08 40 54.6133246753 +50 36 55.316987393|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5442|SDSS J084454.10+372010.5           |*  |08 44 54.1123320911 +37 20 10.516420282|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5443|SDSS J084513.31+214956.3           |*  |08 45 13.3125388552 +21 49 56.380804798|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5444|US 1749                            |*  |08 50 22.4598298932 +47 13 19.364408265|     ~|17.3  |     ~|     ~|     ~|B                   |   7|   0
5445|SDSS J085035.53+545313.3           |*  |08 50 35.5313184027 +54 53 13.301632044|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5446|SDSS J085119.70+403137.4           |BS*|08 51 19.6944320471 +40 31 37.485478145|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5447|SDSS J085440.79+085406.2           |*  |08 54 40.8008781238 +08 54 06.188448690|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5448|SDSS J090138.57+003304.2           |*  |09 01 38.5781263738 +00 33 04.250918010|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5449|SDSS J090223.30+510713.2           |*  |09 02 23.2917658647 +51 07 13.215988019|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5450|SDSS J090627.09+060259.5           |*  |09 06 27.0990520592 +06 02 59.590756699|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5451|SDSS J090714.74+040209.7           |*  |09 07 14.7438265716 +04 02 09.873043608|     ~|     ~|     ~|     ~|     ~|B                   |   5|   0
5452|SDSS J091553.66+384200.2           |*  |09 15 53.6618388411 +38 42 00.174271495|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5453|GALEX J091828.2+090140             |HS*|09 18 28.2326476687 +09 01 40.261009863|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5454|SDSS J092702.62+462857.2           |*  |09 27 02.6321026280 +46 28 57.212334556|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5455|SDSS J094741.35+335147.6           |*  |09 47 41.3511081426 +33 51 47.576808089|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5456|SDSS J094848.63+391506.3           |*  |09 48 48.6260327888 +39 15 06.357096182|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5457|SDSS J094952.39+075512.0           |*  |09 49 52.3951240757 +07 55 12.081062676|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5458|SDSS J095125.44+600018.2           |*  |09 51 25.4506500693 +60 00 18.261834669|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5459|SDSS J095607.65+343832.0           |*  |09 56 07.6475958088 +34 38 32.034166389|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5460|SDSS J095633.31+553306.5           |*  |09 56 33.3179817246 +55 33 06.543770472|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5461|SDSS J100019.08+331105.4           |HB*|10 00 19.0854578646 +33 11 05.353860606|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5462|SDSS J100127.27+084414.4           |*  |10 01 27.2776775786 +08 44 14.482717174|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5463|SDSS J100323.76+490019.4           |*  |10 03 23.7639331199 +49 00 19.402273064|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5464|SDSS J100528.13+413355.3           |*  |10 05 28.1309243960 +41 33 55.347603724|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5465|SDSS J100635.69+690728.0           |HS*|10 06 35.7063362754 +69 07 28.124880777|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5466|SDSS J100715.16+354338.8           |HB*|10 07 15.1680388752 +35 43 38.783934175|     ~|     ~|     ~|     ~|     ~|B                   |   5|   0
5467|SDSS J101302.73+603807.9           |*  |10 13 02.7259260383 +60 38 07.947452728|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5468|SDSS J101807.15+342400.4           |*  |10 18 07.1533766442 +34 24 00.493705818|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
5469|SDSS J102014.35+334252.4           |*  |10 20 14.3475630046 +33 42 52.385994156|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5470|SDSS J102238.64+321149.0           |HB*|10 22 38.6445035216 +32 11 49.036759709|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5471|SDSS J102256.35+114320.4           |*  |10 22 56.3467551979 +11 43 20.420712069|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5472|SDSS J102554.93+090114.4           |HB*|10 25 54.9312385309 +09 01 14.376512442|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5473|SDSS J102852.55+494330.3           |*  |10 28 52.5594021397 +49 43 30.340239416|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5474|SDSS J103113.30+535536.2           |HB*|10 31 13.3043943697 +53 55 36.300984222|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5475|SDSS J103332.40+541030.3           |*  |10 33 32.407 +54 10 30.47              |     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5476|SDSS J103450.41+105227.6           |*  |10 34 50.4120398481 +10 52 27.680473685|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5477|SDSS J103452.70+061733.2           |BS*|10 34 52.7044112434 +06 17 33.154670093|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
5478|SDSS J104330.50+324716.9           |HB*|10 43 30.5033638301 +32 47 16.925399674|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
5479|SDSS J104349.40+314405.2           |*  |10 43 49.4138775637 +31 44 05.188119927|     ~|     ~|     ~|     ~|     ~|B                   |   4|   0
