C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:22:53

sptypes = 'B'
-------------

Number of objects : 8496

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type     |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|--------------------|----|----
5181|GALEX J075813.6+205302             |HS*|07 58 13.6321070274 +20 53 02.548388363|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5182|SDSS J080438.02+453239.0           |HS*|08 04 38.0298379621 +45 32 38.891304341|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5183|GALEX J080726.8+303501             |HS*|08 07 26.7973046571 +30 35 01.813817341|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5184|GALEX J081342.9+275033             |HS*|08 13 42.9176038809 +27 50 34.749299284|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5185|PG 0812+482                        |HS*|08 16 07.9084461382 +48 03 49.703287518|     ~|14.96 |15.11 |15.61 |     ~|sdB                 |  11|   0
5186|SDSS J082428.41+512601.5           |HS*|08 24 28.4084165596 +51 26 01.600884264|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5187|PG 0826+480                        |HS*|08 30 06.1710915332 +47 51 50.364839023|     ~|16.1  |     ~|16.28 |     ~|sdB                 |  18|   0
5188|SDSS J083044.87+363916.2           |HS*|08 30 44.8797190889 +36 39 16.288926016|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5189|GALEX J083112.9+394730             |HS*|08 31 12.9630596195 +39 47 30.306323764|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5190|SDSS J083241.96+483445.1           |HS*|08 32 41.9570043885 +48 34 45.193663201|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5191|SDSS J084413.76+023229.3           |HS*|08 44 13.7690977586 +02 32 29.375005628|     ~|     ~|     ~|     ~|     ~|sdB+?               |   7|   0
5192|SDSS J084556.16+542357.6           |HS*|08 45 56.1676930923 +54 23 57.611625438|     ~|     ~|     ~|     ~|     ~|sdB                 |   9|   0
5193|SDSS J084727.88+024814.8           |HS*|08 47 27.8801595074 +02 48 14.830069413|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5194|GALEX J085918.4+095842             |HS*|08 59 18.4626486367 +09 58 42.266392150|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5195|GALEX J090559.1+055442             |HS*|09 05 59.1431339143 +05 54 42.113775507|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5196|SDSS J090722.91+014627.6           |HS*|09 07 22.9019878261 +01 46 27.833020071|     ~|     ~|     ~|     ~|     ~|sdBHe               |   4|   0
5197|SDSS J090831.06+101533.2           |HS*|09 08 31.0516749896 +10 15 33.397990916|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5198|SDSS J091052.28+074934.7           |HS?|09 10 52.2848330854 +07 49 34.741802263|     ~|     ~|     ~|     ~|     ~|B/sdB               |   6|   0
5199|CBS 95                             |HS*|09 11 37.5902706942 +35 30 35.354629573|     ~|17.4  |     ~|18.2  |     ~|sdBHe               |  10|   0
5200|GALEX J091225.1+421923             |HS*|09 12 25.1320199335 +42 19 22.538273296|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5201|SDSS J091515.01+582313.1           |HS*|09 15 15.0102655181 +58 23 13.069618054|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5202|SDSS J092140.37+004347.9           |HS*|09 21 40.3757612262 +00 43 48.003075190|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5203|GALEX J092301.0+061500             |HS*|09 23 01.1055674303 +06 15 01.359833735|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5204|GALEX J092436.4+040135             |HS*|09 24 36.4117317550 +04 01 35.744096069|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5205|SDSS J092520.69+470330.6           |HS*|09 25 20.7061021731 +47 03 30.612766127|     ~|16.9  |     ~|17.8  |     ~|sdB                 |   7|   0
5206|SDSS J092634.87+473036.0           |HS*|09 26 34.8771563133 +47 30 35.946970357|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5207|SDSS J093215.31-002108.6           |HS*|09 32 15.3205811456 -00 21 08.630016512|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5208|CBS 104                            |HB*|09 35 55.7469287472 +36 33 30.605907702|     ~|16    |     ~|     ~|     ~|B                   |   8|   0
5209|SDSS J093606.94+102028.0           |HS*|09 36 06.9458127538 +10 20 27.898996515|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5210|PG 0935+084                        |HS*|09 37 40.9247947710 +08 13 20.931058146|     ~|15.41 |15.28 |     ~|     ~|sdB+F5gF2kA2        |   7|   0
5211|SDSS J093921.25+581421.4           |HS*|09 39 21.2648644210 +58 14 21.355705312|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5212|SDSS J094143.52+535833.5           |HS*|09 41 43.5227212567 +53 58 33.515702214|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5213|SDSS J094835.94+555057.4           |HS*|09 48 35.9390689067 +55 50 57.392688945|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5214|GALEX J094900.4+025703             |HS*|09 49 00.4592197264 +02 57 02.953647901|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5215|GALEX J094944.5+012118             |HS*|09 49 44.4825817276 +01 21 18.528403472|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5216|SDSS J094958.41+590557.5           |HS*|09 49 58.4161351220 +59 05 57.593963002|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5217|SDSS J095022.02+081557.6           |HS*|09 50 22.0235107231 +08 15 57.604898471|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5218|SDSS J095022.32+590231.6           |HS*|09 50 22.3219403758 +59 02 31.551656136|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5219|GALEX J100453.4+425037             |HS*|10 04 53.3815190711 +42 50 36.508310325|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5220|SDSS J100740.09+454252.4           |HS*|10 07 40.0975680176 +45 42 52.487671913|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5221|GALEX J100934.3+062910             |HS*|10 09 34.3467453444 +06 29 10.886004536|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5222|GALEX J101025.6+045356             |HS*|10 10 25.6322229828 +04 53 56.987099180|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5223|PG 1009+491                        |HS*|10 12 42.2183537394 +48 49 37.447343004|     ~|16.1  |     ~|16.5  |     ~|sdB                 |   9|   0
5224|SDSS J101640.84-010900.5           |HS*|10 16 40.8518368427 -01 09 00.636071936|     ~|     ~|     ~|     ~|     ~|sdB+?               |   7|   0
5225|GALEX J101716.0+105123             |HS*|10 17 16.0650771682 +10 51 23.620845660|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5226|GALEX J101833.1+095336             |HS*|10 18 33.1173506710 +09 53 36.130243721|     ~|     ~|     ~|     ~|     ~|sdB+?               |   4|   0
5227|SDSS J102057.16+013751.2           |HS*|10 20 57.1588866800 +01 37 51.318942165|     ~|16.6  |     ~|16.6  |17.00 |sdB                 |   9|   0
5228|GALEX J102127.6+062233             |HS*|10 21 27.6362592996 +06 22 34.044815169|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5229|GALEX J102506.0+120023             |HS*|10 25 06.0562320363 +12 00 22.355751828|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5230|SDSS J102612.32+603609.5           |HS*|10 26 12.3219308759 +60 36 09.482454251|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5231|SDSS J103218.40+101725.8           |HS*|10 32 18.3993517686 +10 17 25.808786463|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5232|SDSS J104312.85+495850.4           |HS*|10 43 12.8715855504 +49 58 50.423324577|     ~|     ~|     ~|     ~|     ~|sdBHe               |   1|   0
5233|GALEX J105608.4+034821             |HS*|10 56 08.4316042440 +03 48 21.310226879|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5234|2QZ J110256.3+010011               |HS*|11 02 56.3188658287 +01 00 12.441698171|     ~|     ~|     ~|     ~|     ~|sdB                 |   9|   0
5235|PG 1100-008                        |HS*|11 03 02.3705747917 -01 03 38.754704962|     ~|16.7  |     ~|16.5  |     ~|sdB                 |  12|   0
5236|GALEX J111739.6+510722             |HS*|11 17 39.6877525444 +51 07 21.968753982|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5237|GALEX J112043.0+041555             |HS*|11 20 43.0579189289 +04 15 56.286368765|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5238|GALEX J112215.6+625724             |HS*|11 22 15.7782716498 +62 57 24.117736976|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5239|GALEX J112222.3+072432             |HS*|11 22 22.4061231879 +07 24 32.359268068|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5240|GALEX J112416.1+451844             |HS*|11 24 16.2434751584 +45 18 44.590169271|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5241|SDSS J112504.73+671658.2           |HS*|11 25 04.7331928487 +67 16 58.251859396|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5242|GALEX J112519.7+033342             |HS*|11 25 19.7573511182 +03 33 42.448675446|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5243|PG 1124+123                        |HS*|11 26 37.0672791137 +11 59 59.846934095|     ~|15.54 |15.70 |     ~|     ~|sdB                 |   9|   0
5244|SDSS J112719.00+660538.5           |HS*|11 27 19.0092309201 +66 05 38.597371316|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5245|GALEX J113750.7+422701             |HS*|11 37 50.6764371978 +42 27 02.885150164|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5246|PG 1135+585                        |HS*|11 37 54.0917679939 +58 15 24.652288380|     ~|15.9  |     ~|15.9  |     ~|sdB                 |  12|   0
5247|SDSS J113902.88+065716.8           |HS?|11 39 02.8875939959 +06 57 16.791374378|     ~|     ~|     ~|     ~|     ~|B/sdB               |   5|   0
5248|SDSS J114352.74+660723.3           |HS*|11 43 52.7424075444 +66 07 23.474232719|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5249|SDSS J114417.52-012913.8           |HS*|11 44 17.5277717102 -01 29 13.864610538|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5250|SDSS J114821.29+033625.7           |HS*|11 48 21.2979280565 +03 36 25.806399020|     ~|     ~|     ~|     ~|     ~|sdB                 |   9|   0
5251|GALEX J115342.5+415833             |HS*|11 53 42.4912224107 +41 58 33.284543365|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5252|PG 1154-031                        |HS*|11 56 54.0925043151 -03 25 10.182194911|     ~|16.32 |16.35 |16.37 |     ~|sdBO                |   8|   0
5253|SDSS J120311.26+045419.6           |HS*|12 03 11.2629861572 +04 54 19.617266175|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5254|SDSS J121437.44+105916.9           |HS?|12 14 37.4386945327 +10 59 16.939450013|     ~|     ~|     ~|     ~|     ~|B/sdB               |   6|   0
5255|GALEX J121540.5+654647             |HS*|12 15 40.5927346490 +65 46 47.461322527|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5256|GALEX J121805.8+583427             |HS*|12 18 05.8119322488 +58 34 26.860153718|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5257|SDSS J122444.98+583313.9           |HS*|12 24 44.9941314704 +58 33 13.980977494|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5258|SDSS J122833.90-012311.6           |HS*|12 28 33.9045278601 -01 23 11.647796564|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5259|SDSS J123517.80-024407.1           |HS*|12 35 17.8112260423 -02 44 07.140009137|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5260|GALEX J123753.2+433153             |HS*|12 37 53.2291341774 +43 31 53.819548738|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5261|SDSS J123905.15+482623.2           |HS*|12 39 05.1584486530 +48 26 23.294003478|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5262|SDSS J124630.65-013427.0           |HS*|12 46 30.6506474354 -01 34 27.103107759|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5263|SDSS J125702.30+435245.8           |HS*|12 57 02.3070178789 +43 52 45.891904214|     ~|18.1  |     ~|18.6  |     ~|sdB                 |   6|   0
5264|2MASS J13051341-0251182            |HS*|13 05 13.4214351881 -02 51 18.215451295|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5265|PG 1303+122                        |HS*|13 05 43.9770429161 +11 58 40.838644573|     ~|15.84 |16.06 |15.47 |     ~|sdB                 |   8|   0
5266|2QZ J130555.2+002347               |HS*|13 05 55.2851231365 +00 23 47.284841193|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5267|SDSS J130630.78+021950.2           |HS*|13 06 30.7854140552 +02 19 50.247757524|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   1
5268|2MASS J13125205+4032372            |HS*|13 12 52.05 +40 32 37.2                |     ~|     ~|     ~|     ~|     ~|sdB                 |   1|   0
5269|GALEX J131252.3+425114             |HS*|13 12 52.4177050234 +42 51 14.141451052|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5270|GALEX J131425.4+011153             |HS*|13 14 25.3996586590 +01 11 53.250331217|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5271|SDSS J131452.96+023740.2           |HS?|13 14 52.9623826450 +02 37 40.242701544|     ~|     ~|     ~|     ~|     ~|B/sdB               |   6|   0
5272|SDSS J131513.74-012653.0           |HS*|13 15 13.7520826819 -01 26 52.936474749|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5273|PG 1315+645                        |HS*|13 16 58.3478199989 +64 15 22.500687965|     ~|14.87 |14.98 |15.31 |     ~|sdB+G:              |  12|   0
5274|GALEX J131916.1-011405             |HS*|13 19 16.1590875358 -01 14 05.007030410|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5275|PG 1318+144                        |HS*|13 20 31.6781558586 +14 10 19.657716537|     ~|15.38 |15.52 |15.95 |     ~|sdB                 |   8|   0
5276|SDSS J132503.16+043239.3           |HS*|13 25 03.1655226563 +04 32 39.428928733|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5277|SDSS J132648.15+035519.8           |HS*|13 26 48.1552166018 +03 55 19.778946622|     ~|18.1  |     ~|18.9  |     ~|sdB                 |   5|   0
5278|SDSS J133449.25+041014.8           |HS*|13 34 49.2588172759 +04 10 14.869613795|     ~|     ~|     ~|     ~|     ~|sdBHe               |   5|   0
5279|PG 1334+629                        |** |13 35 51.610 +62 41 09.57              |     ~|15.52 |15.15 |15.19 |     ~|sdB                 |   8|   0
5280|SDSS J133757.40-005647.2           |HS*|13 37 57.4028798376 -00 56 47.267442714|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5281|SDSS J133928.02+652644.5           |HS*|13 39 28.0185133371 +65 26 44.541438521|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5282|SDSS J134122.96+031751.6           |HS*|13 41 22.9618806418 +03 17 51.588631875|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5283|SDSS J134344.10+465825.2           |HS*|13 43 44.1173668265 +46 58 25.287034474|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5284|SDSS J134352.14+394008.3           |HS*|13 43 52.1450557197 +39 40 08.385032022|     ~|17.7  |     ~|18.4  |     ~|sdBHe               |   5|   0
5285|2QZ J134600.0+013557               |HS*|13 46 00.0269914534 +01 35 58.177517748|     ~|     ~|     ~|     ~|     ~|sdB                 |  10|   0
5286|SDSS J134948.30-024639.2           |HS*|13 49 48.2995104063 -02 46 39.194835037|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5287|SDSS J135140.68+023429.2           |HS*|13 51 40.6886815067 +02 34 29.214029482|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5288|SDSS J135150.62+035718.1           |HS*|13 51 50.6320914551 +03 57 18.112095935|     ~|     ~|     ~|     ~|     ~|sdBHe               |   6|   0
5289|SDSS J135210.12-015836.1           |HS*|13 52 10.1252549137 -01 58 36.231724485|     ~|     ~|     ~|     ~|     ~|sdBHe               |   6|   0
5290|GALEX J135313.8-031554             |HS*|13 53 13.8857501104 -03 15 55.592175262|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5291|2QZ J135453.0+003224               |HS*|13 54 53.1044877242 +00 32 24.722241177|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5292|2QZ J140031.9+011208               |HS*|14 00 32.0394515320 +01 12 09.457462247|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5293|CBS 255                            |HS*|14 02 52.1936447457 +46 59 18.484813578|     ~|17.3  |     ~|18.0  |     ~|sdB                 |   7|   0
5294|SDSS J140839.10+653124.4           |HS*|14 08 39.1128407183 +65 31 24.489861464|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5295|SDSS J141259.91+050619.0           |HS*|14 12 59.9185228834 +05 06 19.027120344|     ~|     ~|     ~|     ~|     ~|sdB                 |   9|   0
5296|SDSS J141505.19+653904.7           |HS*|14 15 05.1964226837 +65 39 04.714305020|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5297|SDSS J141558.19-022714.3           |HS*|14 15 58.1920141498 -02 27 14.348888677|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5298|GALEX J141709.2+620521             |HS*|14 17 09.5290843462 +62 05 21.483739479|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5299|SDSS J141733.45+380229.7           |HS*|14 17 33.4482221746 +38 02 29.790775877|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5300|SDSS J142339.81+014947.2           |HS*|14 23 39.8130852230 +01 49 47.276361106|     ~|     ~|     ~|     ~|     ~|sdB                 |  10|   0
5301|SDSS J142401.27-024507.9           |HS*|14 24 01.2777474287 -02 45 07.900674908|     ~|     ~|     ~|     ~|     ~|sdBHe               |   5|   0
5302|SDSS J142416.87-014335.0           |HS*|14 24 16.8725859131 -01 43 35.045725020|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5303|CBS 186                            |HS*|14 27 06.7165123061 +44 39 34.532010818|     ~|18    |     ~|     ~|     ~|sdB                 |   8|   0
5304|SDSS J142951.30+024747.5           |HS*|14 29 51.3182222080 +02 47 47.573298212|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   1
5305|GALEX J143319.9-015434             |HS*|14 33 19.9171428261 -01 54 34.589902760|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5306|2QZ J143557.5+014151               |HS*|14 35 57.5791910037 +01 41 51.591115365|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5307|SDSS J144042.54+043242.4           |HS*|14 40 42.5434743958 +04 32 42.494276374|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5308|2QZ J144216.8+011441               |HS*|14 42 16.9197466534 +01 14 41.174960970|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5309|SDSS J144346.28+043045.3           |HS*|14 43 46.2820333268 +04 30 45.337456757|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5310|CBS 282                            |HS*|14 43 46.6301124205 +49 17 33.754193525|     ~|17.4  |     ~|17.1  |     ~|sdB                 |  10|   0
5311|GALEX J144529.1+394822             |HS*|14 45 29.0334233673 +39 48 21.345980563|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5312|SDSS J144737.75+020942.5           |HS*|14 47 37.7591178998 +02 09 42.648309590|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5313|GALEX J145049.5+624940             |HS*|14 50 49.4966019299 +62 49 40.828213408|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5314|PG 1452+475                        |HS*|14 54 26.6695448223 +47 20 04.333275937|     ~|16.12 |16.15 |     ~|     ~|sdB                 |   9|   0
5315|PG 1455+501                        |HS*|14 56 57.7335544613 +49 53 10.793924754|     ~|15.31 |15.31 |15.35 |     ~|sdB+F2?kA2          |  11|   0
5316|GALEX J145748.8+561321             |HS*|14 57 48.8348147244 +56 13 23.457197057|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5317|SDSS J145817.52+022806.6           |HS*|14 58 17.5249737583 +02 28 06.659707781|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5318|GALEX J150235.8+381617             |HS*|15 02 35.7523770570 +38 16 17.001354393|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5319|2MASS J15070640-0108539            |HS*|15 07 06.4128907475 -01 08 54.365781184|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
5320|CBS 228                            |HS*|15 07 19.6900594752 +40 02 08.852429817|     ~|18.3  |     ~|19.1  |     ~|sdB                 |   5|   0
5321|SDSS J151047.37-015155.9           |HS*|15 10 47.3740889587 -01 51 55.942970900|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5322|GALEX J151105.4+515956             |HS*|15 11 05.3739393743 +51 59 56.368885766|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5323|CSO 574                            |HS*|15 16 17.9328418527 +41 29 48.425613708|     ~|16.9  |     ~|17.4  |     ~|sdB                 |   6|   0
5324|GALEX J152221.8+351405             |HS*|15 22 21.7913028199 +35 14 04.854800661|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5325|SDSS J152222.14-013018.3           |HS*|15 22 22.1527101753 -01 30 18.311971576|     ~|17.3  |     ~|17.7  |     ~|sdB                 |  11|   0
5326|CSO 1090                           |HS*|15 27 06.4781590841 +30 57 22.271328711|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5327|GALEX J152833.2+440010             |HS*|15 28 33.1606027500 +44 00 09.713259595|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5328|SDSS J153049.60+321425.4           |HS*|15 30 49.6074284224 +32 14 25.423603375|     ~|     ~|     ~|     ~|     ~|sdB                 |   1|   0
5329|SDSS J153508.51+032456.3           |HS*|15 35 08.5130874656 +03 24 56.358704207|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5330|SDSS J154052.35+565318.4           |HS*|15 40 52.3652996249 +56 53 18.430705985|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
5331|GALEX J154139.0+340650             |HS*|15 41 38.9952892622 +34 06 50.514420808|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5332|GALEX J154830.6+003656             |HS*|15 48 30.6660922602 +00 36 56.706975896|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5333|GALEX J154859.0+290602             |HS*|15 48 59.0396203652 +29 06 02.040759559|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5334|SDSS J155230.94+001222.7           |HB?|15 52 30.9464515473 +00 12 22.789860890|     ~|     ~|     ~|     ~|     ~|B/sdB               |   3|   0
5335|SDSS J155653.35+051842.2           |HS*|15 56 53.3482068159 +05 18 42.279030432|     ~|     ~|     ~|     ~|     ~|sdB                 |   1|   0
5336|GALEX J155812.1+280114             |HS*|15 58 12.1491351820 +28 01 14.001448710|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5337|SDSS J155912.82+553405.6           |HS*|15 59 12.8196553466 +55 34 05.530166786|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5338|SDSS J160341.45+314322.6           |HS*|16 03 41.4598368815 +31 43 22.721821218|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5339|GALEX J160355.2+421134             |HS*|16 03 55.1924781543 +42 11 34.475361757|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5340|SDSS J160623.21+363005.4           |HS*|16 06 23.2175758567 +36 30 05.484267931|     ~|     ~|     ~|     ~|     ~|sdBHe               |   5|   0
5341|SDSS J160810.17+425845.0           |HS*|16 08 10.1739074759 +42 58 45.119273436|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5342|GALEX J161258.6+313955             |HS*|16 12 58.6236409021 +31 39 56.000728943|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
5343|GALEX J161418.9+261629             |HS*|16 14 18.9793467145 +26 16 28.798459504|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5344|SDSS J162223.33-001836.9           |HS*|16 22 23.3386973742 -00 18 36.863874687|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5345|PG 1621+476                        |HS*|16 22 56.6649994821 +47 30 51.124980311|     ~|16.07 |16.19 |     ~|     ~|sdB+dM              |  33|   0
5346|SDSS J162310.49+425831.2           |HS*|16 23 10.4963302451 +42 58 31.193369680|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5347|2MASS J16274500+3317073            |HS*|16 27 45.01 +33 17 07.3                |     ~|     ~|     ~|     ~|     ~|sdB                 |   1|   0
5348|KUV 16300+3733                     |HS*|16 31 48.8514326132 +37 26 17.194970311|     ~|16.9  |     ~|17.2  |     ~|sdB                 |   9|   0
5349|SDSS J163310.21+233949.1           |HS*|16 33 10.2159637032 +23 39 49.131392902|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5350|SDSS J164111.65+363708.4           |HS*|16 41 11.6560268408 +36 37 08.462944716|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5351|SDSS J164125.48+364116.0           |HS*|16 41 25.4792327254 +36 41 16.102135628|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5352|GALEX J164157.5+205724             |HS*|16 41 57.5548294659 +20 57 24.504140120|     ~|     ~|     ~|     ~|     ~|sdB+?               |   6|   0
5353|GALEX J164204.4+440303             |HS*|16 42 04.3892577721 +44 03 02.961276299|     ~|     ~|     ~|     ~|     ~|sdB                 |   7|   0
5354|SDSS J164214.21+425233.9           |HS*|16 42 14.2126511675 +42 52 34.008086344|     ~|     ~|15.71 |     ~|     ~|sdB                 |  11|   0
5355|SDSS J164227.64+362148.4           |HS*|16 42 27.6342783185 +36 21 48.467077135|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5356|SDSS J164239.86+362206.8           |HS*|16 42 39.8645654534 +36 22 06.853938246|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
5357|SDSS J164419.45+452326.7           |HS*|16 44 19.4487065349 +45 23 26.787286274|     ~|17.0  |     ~|17.4  |     ~|sdB                 |  12|   0
5358|GALEX J164444.9+312344             |HS*|16 44 44.9440787242 +31 23 45.303188431|     ~|     ~|     ~|     ~|     ~|sdB+?               |   4|   0
5359|SDSS J164553.83+310927.9           |HS*|16 45 53.8324823310 +31 09 27.900191928|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
5360|GALEX J164847.7+193803             |HS*|16 48 47.7062652367 +19 38 03.659873428|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
5361|SDSS J164856.76+390856.1           |HS*|16 48 56.7633648541 +39 08 56.111329671|     ~|     ~|     ~|     ~|     ~|sdB+G               |   6|   0
5362|Ton 263                            |HS*|16 48 58.7685943671 +24 58 01.857850853|     ~|15.89 |16.06 |     ~|     ~|sdB                 |  10|   1
